,specimenCode,dateImageUploaded
0,casent0205997,2012/1/04
0,casent0205998,2012/1/04
0,casent0205999,2012/1/04
0,casent0206165,2013/5/07
0,casent0206174,2013/5/07
0,casent0207891,2011/11/09
0,casent0207894,2011/11/22
0,casent0208068,2016/6/13
0,casent0208632,2020/3/05
0,casent0209055,2015/9/01
0,casent0209249,2013/10/03
0,casent0209350,2015/1/13
0,casent0209357,2016/6/02
0,casent0210515,2015/4/01
0,casent0212486,2015/1/20
0,casent0214564,2015/6/09
0,casent0215143,2015/5/06
0,casent0215429,2010/12/01
0,casent0215468,2015/5/06
0,casent0215503,2015/5/06
0,casent0215580,2015/5/06
0,casent0216157,2015/5/06
0,casent0216904,2015/5/06
0,casent0216906,2015/5/06
0,casent0216908,2015/5/06
0,casent0217000,2011/6/01
0,casent0217001,2011/11/09
0,casent0217002,2011/11/09
0,casent0217003,2011/6/01
0,casent0217004,2011/6/01
0,casent0217005,2011/6/01
0,casent0217006,2011/7/18
0,casent0217007,2011/6/01
0,casent0217008,2011/11/09
0,casent0217009,2011/6/01
0,casent0217010,2011/6/01
0,casent0217011,2011/6/01
0,casent0217012,2011/6/01
0,casent0217013,2011/6/01
0,casent0217014,2011/6/01
0,casent0217015,2011/7/18
0,casent0217016,2011/7/18
0,casent0217017,2011/6/01
0,casent0217018,2011/11/09
0,casent0217019,2011/6/01
0,casent0217020,2011/6/01
0,casent0217021,2011/6/01
0,casent0217022,2011/6/01
0,casent0217023,2011/11/11
0,casent0217024,2011/6/01
0,casent0217025,2011/7/18
0,casent0217026,2011/7/18
0,casent0217027,2011/7/18
0,casent0217028,2011/7/18
0,casent0217029,2010/6/03
0,casent0217030,2010/6/03
0,casent0217031,2010/5/07
0,casent0217032,2010/4/27
0,casent0217033,2010/6/02
0,casent0217034,2010/4/27
0,casent0217035,2010/4/27
0,casent0217036,2010/5/24
0,casent0217037,2010/5/24
0,casent0217038,2010/5/24
0,casent0217039,2010/5/24
0,casent0217040,2010/5/03
0,casent0217041,2010/4/29
0,casent0217042,2010/4/29
0,casent0217043,2010/4/29
0,casent0217044,2010/4/29
0,casent0217045,2010/6/02
0,casent0217046,2010/6/02
0,casent0217047,2010/6/02
0,casent0217048,2010/6/03
0,casent0217049,2010/6/03
0,casent0217050,2010/6/03
0,casent0217051,2010/6/03
0,casent0217052,2011/7/11
0,casent0217053,2010/6/03
0,casent0217054,2010/6/03
0,casent0217055,2011/7/13
0,casent0217056,2011/7/13
0,casent0217057,2011/7/11
0,casent0217058,2011/7/11
0,casent0217059,2011/7/11
0,casent0217060,2011/7/11
0,casent0217061,2011/7/11
0,casent0217062,2012/5/01
0,casent0217063,2011/7/13
0,casent0217064,2011/7/11
0,casent0217065,2011/7/11
0,casent0217066,2011/7/11
0,casent0217067,2011/7/11
0,casent0217068,2011/7/11
0,casent0217069,2011/7/11
0,casent0217070,2011/3/23
0,casent0217071,2011/3/23
0,casent0217072,2011/3/28
0,casent0217073,2011/7/11
0,casent0217074,2011/7/11
0,casent0217075,2011/7/11
0,casent0217076,2011/7/12
0,casent0217077,2011/7/12
0,casent0217078,2011/7/12
0,casent0217079,2011/7/12
0,casent0217080,2011/7/12
0,casent0217081,2011/7/13
0,casent0217082,2011/11/11
0,casent0217083,2011/11/11
0,casent0217084,2011/11/11
0,casent0217085,2011/11/11
0,casent0217086,2011/11/11
0,casent0217087,2011/3/28
0,casent0217088,2011/3/28
0,casent0217089,2011/3/28
0,casent0217090,2011/7/12
0,casent0217091,2011/7/12
0,casent0217092,2011/11/11
0,casent0217093,2011/7/12
0,casent0217094,2011/7/12
0,casent0217095,2011/7/12
0,casent0217096,2011/7/12
0,casent0217097,2011/7/12
0,casent0217098,2011/3/28
0,casent0217099,2011/3/28
0,casent0217100,2011/3/28
0,casent0217101,2011/11/11
0,casent0217102,2011/11/11
0,casent0217103,2011/11/11
0,casent0217104,2011/11/11
0,casent0217105,2011/11/11
0,casent0217106,2011/11/11
0,casent0217107,2011/11/11
0,casent0217108,2011/11/11
0,casent0217109,2011/3/28
0,casent0217110,2011/3/28
0,casent0217111,2011/3/28
0,casent0217112,2011/3/28
0,casent0217113,2011/3/28
0,casent0217114,2011/3/28
0,casent0217115,2011/3/28
0,casent0217116,2011/3/28
0,casent0217117,2011/3/28
0,casent0217118,2011/3/28
0,casent0217119,2011/3/28
0,casent0217120,2011/3/28
0,casent0217121,2011/3/28
0,casent0217122,2011/3/28
0,casent0217123,2011/5/27
0,casent0217124,2011/5/27
0,casent0217125,2011/5/27
0,casent0217126,2011/5/27
0,casent0217127,2011/5/27
0,casent0217128,2011/5/27
0,casent0217129,2011/5/27
0,casent0217130,2011/5/27
0,casent0217131,2010/6/03
0,casent0217132,2010/6/03
0,casent0217133,2010/8/16
0,casent0217134,2011/7/12
0,casent0217135,2011/7/12
0,casent0217137,2011/7/12
0,casent0217138,2011/6/10
0,casent0217139,2011/5/27
0,casent0217141,2011/7/12
0,casent0217142,2011/5/27
0,casent0217143,2011/5/27
0,casent0217144,2011/7/12
0,casent0217145,2011/7/12
0,casent0217146,2011/5/27
0,casent0217147,2011/7/12
0,casent0217148,2011/6/10
0,casent0217149,2011/11/18
0,casent0217150,2011/5/27
0,casent0217151,2011/5/27
0,casent0217152,2011/5/27
0,casent0217153,2011/5/27
0,casent0217155,2011/5/27
0,casent0217156,2011/5/27
0,casent0217157,2011/5/27
0,casent0217158,2011/6/01
0,casent0217159,2011/6/01
0,casent0217160,2011/6/10
0,casent0217162,2011/6/01
0,casent0217165,2011/7/12
0,casent0217166,2011/3/29
0,casent0217167,2011/6/01
0,casent0217168,2011/6/01
0,casent0217170,2011/7/12
0,casent0217174,2011/7/14
0,casent0217175,2011/7/14
0,casent0217176,2011/7/14
0,casent0217177,2011/6/06
0,casent0217178,2011/6/10
0,casent0217179,2011/6/15
0,casent0217180,2011/6/06
0,casent0217181,2011/6/06
0,casent0217182,2011/6/06
0,casent0217185,2012/4/20
0,casent0217186,2012/4/20
0,casent0217187,2012/4/20
0,casent0217188,2012/4/20
0,casent0217189,2012/4/20
0,casent0217190,2012/4/20
0,casent0217192,2012/4/20
0,casent0217193,2012/4/20
0,casent0217194,2012/4/20
0,casent0217196,2012/4/20
0,casent0217198,2012/4/20
0,casent0217200,2010/7/30
0,casent0217205,2012/4/20
0,casent0217206,2012/4/20
0,casent0217207,2011/7/13
0,casent0217208,2012/5/01
0,casent0217209,2012/5/01
0,casent0217210,2012/5/01
0,casent0217211,2012/5/17
0,casent0217212,2012/5/01
0,casent0217213,2012/5/01
0,casent0217214,2011/7/13
0,casent0217215,2011/7/13
0,casent0217216,2012/5/01
0,casent0217217,2012/5/17
0,casent0217218,2012/5/01
0,casent0217219,2012/5/01
0,casent0217220,2012/5/01
0,casent0217221,2012/5/01
0,casent0217222,2012/5/01
0,casent0217223,2012/5/17
0,casent0217224,2012/5/01
0,casent0217225,2012/5/01
0,casent0217226,2012/5/17
0,casent0217227,2012/5/17
0,casent0217228,2012/5/17
0,casent0217229,2012/5/01
0,casent0217230,2012/5/01
0,casent0217231,2012/5/01
0,casent0217232,2010/8/16
0,casent0217233,2010/8/16
0,casent0217234,2010/8/16
0,casent0217235,2012/8/01
0,casent0217236,2010/8/16
0,casent0217237,2010/8/16
0,casent0217238,2010/12/21
0,casent0217239,2010/12/21
0,casent0217240,2010/8/27
0,casent0217241,2010/11/02
0,casent0217245,2010/11/02
0,casent0217246,2010/11/02
0,casent0217248,2010/11/02
0,casent0217252,2010/8/27
0,casent0217253,2010/8/27
0,casent0217254,2010/8/27
0,casent0217255,2010/8/27
0,casent0217256,2010/8/27
0,casent0217257,2010/8/27
0,casent0217258,2010/8/27
0,casent0217259,2010/8/27
0,casent0217260,2010/8/27
0,casent0217261,2010/8/27
0,casent0217262,2010/11/02
0,casent0217263,2010/11/02
0,casent0217265,2010/8/27
0,casent0217266,2010/8/27
0,casent0217267,2010/11/02
0,casent0217268,2011/10/28
0,casent0217269,2011/10/28
0,casent0217270,2010/11/02
0,casent0217271,2010/11/02
0,casent0217272,2010/11/02
0,casent0217273,2011/10/05
0,casent0217274,2010/11/02
0,casent0217275,2010/11/02
0,casent0217276,2011/10/05
0,casent0217277,2011/10/28
0,casent0217278,2011/10/28
0,casent0217279,2011/10/28
0,casent0217280,2011/10/28
0,casent0217281,2011/10/28
0,casent0217282,2011/10/28
0,casent0217283,2011/2/15
0,casent0217284,2011/2/15
0,casent0217285,2011/2/15
0,casent0217286,2011/2/15
0,casent0217287,2011/2/15
0,casent0217288,2011/2/15
0,casent0217289,2011/2/15
0,casent0217290,2011/2/15
0,casent0217291,2011/2/15
0,casent0217292,2011/2/15
0,casent0217293,2011/2/16
0,casent0217294,2011/2/16
0,casent0217295,2011/2/16
0,casent0217296,2010/12/28
0,casent0217297,2010/12/28
0,casent0217298,2010/12/28
0,casent0217299,2010/12/28
0,casent0217300,2010/12/28
0,casent0217301,2010/12/28
0,casent0217302,2010/12/28
0,casent0217303,2010/12/28
0,casent0217304,2010/12/28
0,casent0217305,2010/12/28
0,casent0217306,2010/12/28
0,casent0217307,2010/12/28
0,casent0217308,2010/12/28
0,casent0217309,2010/12/29
0,casent0217310,2010/12/29
0,casent0217311,2010/12/29
0,casent0217312,2010/12/29
0,casent0217313,2010/12/29
0,casent0217314,2010/12/29
0,casent0217315,2010/12/29
0,casent0217316,2010/12/29
0,casent0217317,2011/2/16
0,casent0217318,2011/2/16
0,casent0217322,2011/2/16
0,casent0217323,2011/2/16
0,casent0217324,2010/11/15
0,casent0217325,2010/11/19
0,casent0217326,2010/11/19
0,casent0217329,2011/1/21
0,casent0217330,2011/1/21
0,casent0217331,2011/1/21
0,casent0217332,2010/11/11
0,casent0217333,2010/11/12
0,casent0217334,2011/7/14
0,casent0217335,2010/11/12
0,casent0217336,2010/11/12
0,casent0217337,2010/11/08
0,casent0217338,2010/11/19
0,casent0217339,2011/1/13
0,casent0217341,2011/7/05
0,casent0217342,2011/1/03
0,casent0217343,2011/2/16
0,casent0217344,2011/1/19
0,casent0217345,2011/1/19
0,casent0217346,2011/1/19
0,casent0217347,2011/1/19
0,casent0217348,2011/1/19
0,casent0217349,2011/1/19
0,casent0217350,2011/1/19
0,casent0217351,2011/1/19
0,casent0217352,2011/10/18
0,casent0217353,2011/11/11
0,casent0217354,2011/6/15
0,casent0217355,2011/3/21
0,casent0217356,2011/6/15
0,casent0217357,2011/3/15
0,casent0217358,2011/6/15
0,casent0217359,2011/3/21
0,casent0217360,2011/6/06
0,casent0217361,2011/6/06
0,casent0217362,2011/6/06
0,casent0217363,2011/6/06
0,casent0217364,2011/6/15
0,casent0217365,2011/6/15
0,casent0217366,2011/6/15
0,casent0217367,2011/6/15
0,casent0217368,2011/6/16
0,casent0217369,2011/6/06
0,casent0217370,2011/6/06
0,casent0217371,2011/3/30
0,casent0217372,2011/3/30
0,casent0217373,2011/3/30
0,casent0217374,2011/3/31
0,casent0217375,2011/3/30
0,casent0217376,2011/3/31
0,casent0217377,2011/3/30
0,casent0217378,2011/4/13
0,casent0217379,2011/4/13
0,casent0217380,2015/4/15
0,casent0217381,2015/4/15
0,casent0217382,2015/4/15
0,casent0217383,2011/3/30
0,casent0217384,2011/3/30
0,casent0217385,2015/4/15
0,casent0217386,2011/6/20
0,casent0217387,2011/3/30
0,casent0217388,2011/3/30
0,casent0217389,2011/4/06
0,casent0217390,2011/4/06
0,casent0217391,2011/3/31
0,casent0217392,2011/3/31
0,casent0217393,2011/3/31
0,casent0217394,2011/3/31
0,casent0217395,2011/3/31
0,casent0217396,2011/3/31
0,casent0217397,2011/3/31
0,casent0217399,2011/4/12
0,casent0217400,2011/3/31
0,casent0217401,2011/4/06
0,casent0217402,2011/4/06
0,casent0217403,2011/4/06
0,casent0217404,2011/4/06
0,casent0217405,2011/4/06
0,casent0217406,2011/4/22
0,casent0217407,2011/4/22
0,casent0217408,2011/4/22
0,casent0217409,2011/4/22
0,casent0217410,2011/4/22
0,casent0217411,2011/4/22
0,casent0217412,2011/4/22
0,casent0217413,2011/4/22
0,casent0217414,2011/4/22
0,casent0217415,2011/4/22
0,casent0217416,2011/4/22
0,casent0217417,2011/4/22
0,casent0217418,2011/4/07
0,casent0217419,2011/3/31
0,casent0217420,2011/3/31
0,casent0217421,2011/3/31
0,casent0217422,2011/4/04
0,casent0217423,2011/4/04
0,casent0217424,2011/4/04
0,casent0217425,2011/4/04
0,casent0217426,2011/4/11
0,casent0217427,2011/4/04
0,casent0217428,2011/4/06
0,casent0217429,2011/4/06
0,casent0217430,2011/4/04
0,casent0217431,2011/3/31
0,casent0217432,2011/4/06
0,casent0217433,2011/4/06
0,casent0217434,2011/3/31
0,casent0217435,2011/4/06
0,casent0217436,2011/4/06
0,casent0217437,2011/4/06
0,casent0217438,2011/4/06
0,casent0217439,2011/4/06
0,casent0217440,2011/4/06
0,casent0217441,2011/4/06
0,casent0217442,2011/4/06
0,casent0217443,2015/4/15
0,casent0217462,2011/4/11
0,casent0217463,2011/4/11
0,casent0217464,2011/4/11
0,casent0217465,2011/4/11
0,casent0217466,2011/4/11
0,casent0217467,2011/4/11
0,casent0217468,2011/4/11
0,casent0217469,2011/4/11
0,casent0217470,2011/4/11
0,casent0217471,2011/4/11
0,casent0217472,2011/4/11
0,casent0217473,2011/4/11
0,casent0217474,2011/4/07
0,casent0217475,2011/4/08
0,casent0217476,2011/4/07
0,casent0217477,2011/4/07
0,casent0217478,2011/4/07
0,casent0217479,2011/4/07
0,casent0217480,2011/4/07
0,casent0217481,2011/4/07
0,casent0217482,2011/4/07
0,casent0217483,2011/4/08
0,casent0217484,2011/4/08
0,casent0217485,2011/4/08
0,casent0217486,2011/4/08
0,casent0217487,2011/4/08
0,casent0217488,2011/4/08
0,casent0217489,2011/4/08
0,casent0217490,2011/4/12
0,casent0217491,2011/4/06
0,casent0217492,2011/4/06
0,casent0217493,2011/4/06
0,casent0217494,2011/4/06
0,casent0217495,2011/4/07
0,casent0217496,2011/4/07
0,casent0217497,2011/4/11
0,casent0217498,2011/4/11
0,casent0217499,2011/4/11
0,casent0217500,2011/4/11
0,casent0217501,2011/4/13
0,casent0217502,2011/4/13
0,casent0217503,2011/4/13
0,casent0217504,2011/4/12
0,casent0217505,2011/4/13
0,casent0217506,2011/4/07
0,casent0217507,2011/4/12
0,casent0217508,2011/4/13
0,casent0217509,2011/4/13
0,casent0217510,2011/4/13
0,casent0217511,2011/4/13
0,casent0217512,2011/4/07
0,casent0217513,2011/4/13
0,casent0217514,2011/4/13
0,casent0217515,2011/3/29
0,casent0217516,2011/4/13
0,casent0217517,2011/4/13
0,casent0217518,2011/4/13
0,casent0217519,2011/5/03
0,casent0217520,2011/4/07
0,casent0217521,2011/4/12
0,casent0217522,2011/4/07
0,casent0217523,2011/4/22
0,casent0217524,2011/4/13
0,casent0217525,2011/4/13
0,casent0217526,2011/4/13
0,casent0217527,2011/4/13
0,casent0217528,2011/4/13
0,casent0217529,2011/4/07
0,casent0217530,2011/4/22
0,casent0217531,2011/4/13
0,casent0217532,2011/4/13
0,casent0217533,2011/4/13
0,casent0217534,2011/4/13
0,casent0217535,2011/4/13
0,casent0217536,2011/5/03
0,casent0217537,2011/4/13
0,casent0217538,2011/4/13
0,casent0217539,2011/10/11
0,casent0217540,2011/4/20
0,casent0217541,2011/4/20
0,casent0217542,2011/4/20
0,casent0217543,2011/4/20
0,casent0217544,2011/4/20
0,casent0217545,2011/4/20
0,casent0217546,2011/4/20
0,casent0217547,2011/4/20
0,casent0217548,2011/4/20
0,casent0217549,2011/4/20
0,casent0217550,2011/4/20
0,casent0217551,2011/4/20
0,casent0217552,2011/4/20
0,casent0217553,2011/4/20
0,casent0217554,2011/4/20
0,casent0217555,2011/4/20
0,casent0217556,2011/4/18
0,casent0217557,2011/4/18
0,casent0217558,2011/4/18
0,casent0217559,2011/4/18
0,casent0217560,2011/4/18
0,casent0217561,2011/4/18
0,casent0217562,2011/4/18
0,casent0217563,2011/4/18
0,casent0217564,2011/4/18
0,casent0217565,2011/4/18
0,casent0217566,2011/4/18
0,casent0217567,2011/4/15
0,casent0217568,2011/4/15
0,casent0217569,2011/4/15
0,casent0217570,2011/4/15
0,casent0217571,2011/4/15
0,casent0217572,2011/4/15
0,casent0217573,2011/4/15
0,casent0217574,2011/4/15
0,casent0217575,2011/4/15
0,casent0217576,2011/4/15
0,casent0217577,2011/4/15
0,casent0217578,2016/2/08
0,casent0217579,2011/4/15
0,casent0217580,2011/4/15
0,casent0217581,2011/4/15
0,casent0217582,2011/4/15
0,casent0217583,2011/4/15
0,casent0217584,2011/4/15
0,casent0217585,2011/4/15
0,casent0217586,2011/4/13
0,casent0217587,2011/4/11
0,casent0217588,2011/4/11
0,casent0217589,2011/4/11
0,casent0217590,2011/4/13
0,casent0217591,2011/4/11
0,casent0217592,2011/4/13
0,casent0217593,2011/4/11
0,casent0217594,2011/4/11
0,casent0217595,2011/4/11
0,casent0217596,2011/4/11
0,casent0217597,2011/4/11
0,casent0217598,2011/4/11
0,casent0217599,2011/4/11
0,casent0217600,2011/4/13
0,casent0217601,2011/4/13
0,casent0217602,2011/4/18
0,casent0217603,2011/4/13
0,casent0217604,2011/4/18
0,casent0217605,2011/4/13
0,casent0217606,2011/4/13
0,casent0217607,2011/4/13
0,casent0217608,2011/4/13
0,casent0217609,2011/4/13
0,casent0217610,2011/4/13
0,casent0217611,2011/4/18
0,casent0217612,2011/4/13
0,casent0217613,2011/4/13
0,casent0217614,2011/4/13
0,casent0217615,2011/4/13
0,casent0217616,2011/4/13
0,casent0217617,2011/4/13
0,casent0217618,2011/4/18
0,casent0217619,2011/5/03
0,casent0217620,2011/4/13
0,casent0217621,2011/4/13
0,casent0217622,2011/4/13
0,casent0217623,2011/4/13
0,casent0217624,2011/4/13
0,casent0217625,2011/4/13
0,casent0217626,2011/5/03
0,casent0217627,2011/4/18
0,casent0217628,2011/4/18
0,casent0217629,2011/4/18
0,casent0217630,2011/4/18
0,casent0217631,2011/4/18
0,casent0217632,2011/4/18
0,casent0217633,2011/4/18
0,casent0217634,2011/4/18
0,casent0217635,2011/4/18
0,casent0217636,2011/4/18
0,casent0217637,2011/4/18
0,casent0217638,2011/4/18
0,casent0217639,2011/4/18
0,casent0217640,2011/4/18
0,casent0217641,2011/4/18
0,casent0217642,2011/5/03
0,casent0217669,2017/10/11
0,casent0217674,2011/6/03
0,casent0217691,2011/4/20
0,casent0217692,2011/4/20
0,casent0217693,2011/4/20
0,casent0217694,2011/4/20
0,casent0217695,2011/4/20
0,casent0217696,2011/4/20
0,casent0217697,2011/4/20
0,casent0217704,2011/6/03
0,casent0217705,2011/5/11
0,casent0217706,2011/6/03
0,casent0217707,2011/5/11
0,casent0217708,2011/5/02
0,casent0217709,2011/5/02
0,casent0217710,2011/5/04
0,casent0217711,2011/5/05
0,casent0217712,2011/5/02
0,casent0217713,2011/5/04
0,casent0217714,2011/5/11
0,casent0217715,2011/6/03
0,casent0217716,2011/6/03
0,casent0217717,2011/5/02
0,casent0217718,2011/5/02
0,casent0217719,2011/5/02
0,casent0217720,2011/5/02
0,casent0217721,2011/5/02
0,casent0217722,2011/5/11
0,casent0217723,2011/5/05
0,casent0217724,2011/5/03
0,casent0217725,2011/5/05
0,casent0217726,2011/5/05
0,casent0217727,2011/5/05
0,casent0217728,2011/5/04
0,casent0217729,2011/5/11
0,casent0217730,2011/5/11
0,casent0217731,2011/6/03
0,casent0217732,2011/5/11
0,casent0217733,2011/5/11
0,casent0217734,2011/5/11
0,casent0217735,2011/5/05
0,casent0217736,2011/5/11
0,casent0217737,2011/5/11
0,casent0217738,2011/5/11
0,casent0217739,2011/5/05
0,casent0217740,2011/5/05
0,casent0217741,2011/6/03
0,casent0217742,2011/6/03
0,casent0217743,2011/5/05
0,casent0217744,2011/5/05
0,casent0217745,2011/5/05
0,casent0217746,2011/5/05
0,casent0217747,2011/5/03
0,casent0217749,2011/6/03
0,casent0217750,2011/5/05
0,casent0217751,2011/5/03
0,casent0217752,2011/5/03
0,casent0217753,2011/6/03
0,casent0217754,2011/5/11
0,casent0217755,2011/5/05
0,casent0217756,2011/5/05
0,casent0217757,2012/2/29
0,casent0217758,2011/5/12
0,casent0217759,2011/5/12
0,casent0217760,2011/5/12
0,casent0217761,2011/5/12
0,casent0217762,2011/5/12
0,casent0217763,2015/4/15
0,casent0217764,2011/5/12
0,casent0217766,2011/5/12
0,casent0217767,2011/5/12
0,casent0217768,2011/5/12
0,casent0217769,2011/5/12
0,casent0217770,2011/5/12
0,casent0217771,2011/5/12
0,casent0217773,2011/5/12
0,casent0217774,2011/5/12
0,casent0217775,2011/5/12
0,casent0217776,2011/5/13
0,casent0217777,2011/5/12
0,casent0217778,2011/5/12
0,casent0217779,2011/5/12
0,casent0217780,2011/5/12
0,casent0217781,2011/5/13
0,casent0217782,2011/5/13
0,casent0217783,2011/5/13
0,casent0217785,2011/5/13
0,casent0217786,2011/5/13
0,casent0217787,2011/5/13
0,casent0217788,2011/5/13
0,casent0217789,2011/5/13
0,casent0217791,2011/5/13
0,casent0217792,2011/5/13
0,casent0217793,2011/5/13
0,casent0217794,2011/5/13
0,casent0217795,2011/5/26
0,casent0217796,2011/5/26
0,casent0217797,2011/5/26
0,casent0217798,2011/5/26
0,casent0217799,2011/5/26
0,casent0217800,2011/5/26
0,casent0217801,2011/5/26
0,casent0217802,2011/5/26
0,casent0217803,2011/5/26
0,casent0217804,2011/5/26
0,casent0217805,2011/5/26
0,casent0217806,2011/5/26
0,casent0217807,2011/5/26
0,casent0217808,2011/5/26
0,casent0217809,2011/5/26
0,casent0217810,2011/5/26
0,casent0217811,2011/6/03
0,casent0217812,2011/6/03
0,casent0217813,2011/6/03
0,casent0217814,2011/5/04
0,casent0217815,2011/6/03
0,casent0217816,2011/6/03
0,casent0217817,2011/6/03
0,casent0217818,2011/6/03
0,casent0217819,2011/6/03
0,casent0217820,2011/5/04
0,casent0217821,2011/6/03
0,casent0217822,2011/6/03
0,casent0217823,2011/6/03
0,casent0217824,2011/5/11
0,casent0217825,2011/5/31
0,casent0217826,2011/5/04
0,casent0217827,2011/5/11
0,casent0217828,2011/5/11
0,casent0217829,2011/6/02
0,casent0217830,2011/5/04
0,casent0217831,2011/6/03
0,casent0217832,2011/6/03
0,casent0217833,2011/5/11
0,casent0217834,2011/5/20
0,casent0217835,2011/6/03
0,casent0217836,2011/6/03
0,casent0217837,2011/5/20
0,casent0217838,2011/6/03
0,casent0217839,2011/5/04
0,casent0217840,2011/6/03
0,casent0217841,2011/6/03
0,casent0217842,2011/5/04
0,casent0217843,2011/6/03
0,casent0217844,2011/5/11
0,casent0217845,2011/6/03
0,casent0217846,2011/6/03
0,casent0217847,2011/6/03
0,casent0217848,2011/6/03
0,casent0217849,2011/5/20
0,casent0217850,2011/6/03
0,casent0217851,2011/6/03
0,casent0217852,2011/6/03
0,casent0217853,2011/6/03
0,casent0217854,2011/6/03
0,casent0217855,2011/6/03
0,casent0217856,2011/6/03
0,casent0217857,2011/6/03
0,casent0217858,2011/6/03
0,casent0217859,2011/6/03
0,casent0217860,2011/5/04
0,casent0217861,2011/5/04
0,casent0217862,2011/5/04
0,casent0217863,2011/5/20
0,casent0217864,2011/5/23
0,casent0217865,2011/5/23
0,casent0217866,2011/5/24
0,casent0217867,2011/5/24
0,casent0217868,2011/5/24
0,casent0217869,2011/5/24
0,casent0217870,2011/5/24
0,casent0217871,2011/5/24
0,casent0217872,2011/5/24
0,casent0217873,2011/5/24
0,casent0217874,2011/5/24
0,casent0217875,2011/5/24
0,casent0217876,2011/5/24
0,casent0217877,2011/5/24
0,casent0217878,2011/5/24
0,casent0217879,2011/5/24
0,casent0217880,2011/5/24
0,casent0217881,2011/5/24
0,casent0217882,2011/5/24
0,casent0217883,2011/5/24
0,casent0217884,2011/5/24
0,casent0217885,2011/5/20
0,casent0217886,2011/6/22
0,casent0217887,2011/5/24
0,casent0217888,2011/5/24
0,casent0217889,2011/5/24
0,casent0217890,2011/5/24
